,Sentence,Output
493,"Ford F-150 trucks produced in 2019 and 2020 are under recall for a potential brake system defect. The defect may cause brake failure and increase the risk of accidents. Ford will inspect and replace the faulty brake components as necessary. Owners should contact Ford at 1-800-999-5678 for assistance. The recall is effective starting from March 15, 2021.","[{'Entity': 'Ford F-150', 'Label': 'Vehicle_model'}, {'Entity': 'brake system', 'Label': 'Component'}, {'Entity': 'brake failure', 'Label': 'Failure_issue'}, {'Entity': 'accidents', 'Label': 'Failure_issue'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'inspect and replace the faulty brake components as necessary', 'Label': 'Corrective_action'}, {'Entity': 'March 15, 2021', 'Label': 'Recall_date'}]"
494,"Honda Civic Sedans from the year 2015 to 2017 are being recalled for a potential airbag deployment issue. This issue may lead to unexpected airbag activation and injuries to occupants. Honda will replace the affected airbag components free of charge. Contact Honda at 1-800-777-8888 for further details. The recall process will begin on June 1, 2022.","[{'Entity': 'Honda Civic Sedans', 'Label': 'Vehicle_model'}, {'Entity': 'airbag deployment issue', 'Label': 'Component'}, {'Entity': 'unexpected airbag activation', 'Label': 'Failure_issue'}, {'Entity': 'injuries to occupants', 'Label': 'Failure_issue'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'replace the affected airbag components free of charge', 'Label': 'Corrective_action'}, {'Entity': 'June 1, 2022', 'Label': 'Recall_date'}]"
495,"Chevrolet Silverado HD trucks manufactured in 2016 and 2017 are part of a recall due to potential steering system malfunctions. These malfunctions could result in loss of control and accidents. Chevrolet will rectify the issue by repairing or replacing the faulty steering components at no cost. For more information, reach out to Chevrolet customer service at 1-800-123-4567. The recall will commence on August 1, 2021.","[{'Entity': 'Chevrolet Silverado HD', 'Label': 'Vehicle_model'}, {'Entity': 'steering system', 'Label': 'Component'}, {'Entity': 'loss of control', 'Label': 'Failure_issue'}, {'Entity': 'accidents', 'Label': 'Failure_issue'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'repairing or replacing the faulty steering components at no cost', 'Label': 'Corrective_action'}, {'Entity': 'August 1, 2021', 'Label': 'Recall_date'}]"
496,"Toyota Camry cars from 2018 to 2021 are facing a recall for potential engine stalling issues. The engine stalling may lead to sudden loss of power and pose a safety hazard. Toyota will address this by fixing or replacing the faulty engine components. Owners are advised to contact Toyota at 1-800-987-6543. The recall will kick off on April 1, 2023.","[{'Entity': 'Toyota Camry', 'Label': 'Vehicle_model'}, {'Entity': 'engine', 'Label': 'Component'}, {'Entity': 'engine stalling', 'Label': 'Failure_issue'}, {'Entity': 'sudden loss of power', 'Label': 'Failure_issue'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'fixing or replacing the faulty engine components', 'Label': 'Corrective_action'}, {'Entity': 'April 1, 2023', 'Label': 'Recall_date'}]"
497,"Toyota is recalling certain Toyota Camry models manufactured between 2018 and 2020. The vehicles may experience brake failure due to a faulty brake caliper. Owners will be notified, and dealers will replace the brake caliper free of charge. The recall began on March 10, 2021.","[{'Entity': 'Toyota Camry', 'Label': 'Vehicle_model'}, {'Entity': 'brake caliper', 'Label': 'Component'}, {'Entity': 'brake failure', 'Label': 'Failure_issue'}, {'Entity': 'dealers will replace the brake caliper free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'March 10, 2021', 'Label': 'Recall_date'}]"
498,"Ford has issued a recall for certain Ford F-150 trucks produced in 2019. The vehicles may have a faulty transmission control module, leading to shifting problems. Owners will be contacted, and dealers will replace the transmission control module at no cost. The recall process started on October 5, 2020.","[{'Entity': 'Ford F-150', 'Label': 'Vehicle_model'}, {'Entity': 'transmission control module', 'Label': 'Component'}, {'Entity': 'shifting problems', 'Label': 'Failure_issue'}, {'Entity': 'dealers will replace the transmission control module at no cost', 'Label': 'Corrective_action'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'October 5, 2020', 'Label': 'Recall_date'}]"
499,"Honda is recalling certain Honda Accord models from 2016 to 2018. These vehicles may have a defective airbag inflator, which could lead to airbag deployment issues. Honda will inform owners and provide free replacement of the airbag inflator. The recall was initiated on May 15, 2020.","[{'Entity': 'Honda Accord', 'Label': 'Vehicle_model'}, {'Entity': 'airbag inflator', 'Label': 'Component'}, {'Entity': 'airbag deployment issues', 'Label': 'Failure_issue'}, {'Entity': 'Honda will inform owners and provide free replacement of the airbag inflator', 'Label': 'Corrective_action'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'May 15, 2020', 'Label': 'Recall_date'}]"
500,"Chevrolet has announced a recall of certain Chevrolet Silverado vehicles built in 2017. The trucks may have a defective fuel pump, leading to engine stalling. Chevrolet dealers will replace the faulty fuel pump free of charge. The recall process commenced on September 8, 2019.","[{'Entity': 'Chevrolet Silverado', 'Label': 'Vehicle_model'}, {'Entity': 'fuel pump', 'Label': 'Component'}, {'Entity': 'engine stalling', 'Label': 'Failure_issue'}, {'Entity': 'Chevrolet dealers will replace the faulty fuel pump free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'September 8, 2019', 'Label': 'Recall_date'}]"
501,"Mercedes-Benz has issued a recall for select Mercedes-Benz E-Class vehicles manufactured in 2015. These cars may have defective window switches, posing a risk of fire. Owners will receive notification, and authorized dealers will replace the faulty window switches. The recall process began on June 20, 2018.","[{'Entity': 'Mercedes-Benz E-Class', 'Label': 'Vehicle_model'}, {'Entity': 'window switches', 'Label': 'Component'}, {'Entity': 'risk of fire', 'Label': 'Failure_issue'}, {'Entity': 'authorized dealers will replace the faulty window switches', 'Label': 'Corrective_action'}, {'Entity': 'Mercedes-Benz', 'Label': 'Manufacturer'}, {'Entity': 'June 20, 2018', 'Label': 'Recall_date'}]"
502,"Ford Mustang GT 2022 models manufactured between January 1, 2022, and April 30, 2022, may experience engine stalling due to a faulty fuel injection system. This issue poses a risk of sudden loss of power while driving, increasing the likelihood of accidents. Ford will notify affected owners and replace the fuel injection system free of charge. The recall is scheduled to begin on June 1, 2022.","[{'Entity': 'Ford Mustang GT 2022', 'Label': 'Vehicle_model'}, {'Entity': 'engine stalling', 'Label': 'Failure_issue'}, {'Entity': 'faulty fuel injection system', 'Label': 'Component'}, {'Entity': 'sudden loss of power while driving', 'Label': 'Failure_issue'}, {'Entity': 'replace the fuel injection system free of charge', 'Label': 'Corrective_action'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'June 1, 2022', 'Label': 'Recall_date'}]"
503,"Toyota Camry Hybrid 2015 vehicles produced from May 1, 2015, to August 31, 2015, are at risk of brake failure due to a defective anti-lock braking system. The brake system may malfunction, leading to loss of braking power and potential accidents. Toyota will contact owners and install a new anti-lock braking system as part of the safety recall starting on November 1, 2015.","[{'Entity': 'Toyota Camry Hybrid 2015', 'Label': 'Vehicle_model'}, {'Entity': 'brake failure', 'Label': 'Failure_issue'}, {'Entity': 'defective anti-lock braking system', 'Label': 'Component'}, {'Entity': 'loss of braking power', 'Label': 'Failure_issue'}, {'Entity': 'install a new anti-lock braking system', 'Label': 'Corrective_action'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'November 1, 2015', 'Label': 'Recall_date'}]"
504,"Honda Accord LX 2018 models manufactured from September 1, 2018, to December 31, 2018, have been found to have faulty airbags that may not deploy in the event of a collision. This defect increases the risk of severe injuries to occupants during accidents. Honda will reach out to affected customers and replace the defective airbags with new ones, starting from March 1, 2019.","[{'Entity': 'Honda Accord LX 2018', 'Label': 'Vehicle_model'}, {'Entity': 'faulty airbags', 'Label': 'Component'}, {'Entity': 'may not deploy in the event of a collision', 'Label': 'Failure_issue'}, {'Entity': 'severe injuries to occupants', 'Label': 'Failure_issue'}, {'Entity': 'replace the defective airbags with new ones', 'Label': 'Corrective_action'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'March 1, 2019', 'Label': 'Recall_date'}]"
505,"Chevrolet Silverado 2500HD 2019 trucks manufactured between March 1, 2019, and June 30, 2019, are facing issues with the steering column that could lead to loss of control while driving. The faulty steering column poses a serious safety risk, increasing the chances of accidents. Chevrolet will send notifications to affected owners and replace the defective steering columns for free, starting on September 1, 2019.","[{'Entity': 'Chevrolet Silverado 2500HD 2019', 'Label': 'Vehicle_model'}, {'Entity': 'issues with the steering column', 'Label': 'Component'}, {'Entity': 'loss of control while driving', 'Label': 'Failure_issue'}, {'Entity': 'serious safety risk', 'Label': 'Failure_issue'}, {'Entity': 'replace the defective steering columns for free', 'Label': 'Corrective_action'}, {'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'September 1, 2019', 'Label': 'Recall_date'}]"
506,"Mercedes-Benz E-Class 2020 sedans produced from July 1, 2020, to October 31, 2020, have been identified with faulty ignition coils that could lead to engine misfires. The misfiring engines pose a risk of sudden loss of power and potential vehicle breakdowns. Mercedes-Benz will contact affected owners and replace the defective ignition coils as part of a recall starting on January 1, 2021.","[{'Entity': 'Mercedes-Benz E-Class 2020', 'Label': 'Vehicle_model'}, {'Entity': 'faulty ignition coils', 'Label': 'Component'}, {'Entity': 'engine misfires', 'Label': 'Failure_issue'}, {'Entity': 'sudden loss of power', 'Label': 'Failure_issue'}, {'Entity': 'replace the defective ignition coils', 'Label': 'Corrective_action'}, {'Entity': 'Mercedes-Benz', 'Label': 'Manufacturer'}, {'Entity': 'January 1, 2021', 'Label': 'Recall_date'}]"
507,"TOYOTA RECALLS 2015 CAMRY MODELS DUE TO AIRBAG DEPLOYMENT ISSUE. THE FRONT PASSENGER AIRBAG MAY DEPLOY IMPROPERLY IN THE EVENT OF A CRASH, INCREASING THE RISK OF INJURY. TOYOTA WILL NOTIFY OWNERS AND REPLACE THE AIRBAG MODULE FREE OF CHARGE. RECALL DATE SET FOR NOVEMBER 10, 2015.","[{'Entity': '2015 CAMRY', 'Label': 'Vehicle_model'}, {'Entity': 'AIRBAG MODULE', 'Label': 'Component'}, {'Entity': 'AIRBAG DEPLOYMENT ISSUE', 'Label': 'Failure_issue'}, {'Entity': 'INJURY', 'Label': 'Failure_issue'}, {'Entity': 'TOYOTA', 'Label': 'Manufacturer'}, {'Entity': 'REPLACE THE AIRBAG MODULE FREE OF CHARGE', 'Label': 'Corrective_action'}, {'Entity': 'NOVEMBER 10, 2015', 'Label': 'Recall_date'}]"
508,"FORD ANNOUNCES RECALL OF 2018 F-150 TRUCKS DUE TO BRAKE FAILURE RISK. THE REAR BRAKE CALIPERS MAY BE IMPROPERLY INSTALLED, INCREASING THE CHANCE OF BRAKE FAILURE. FORD WILL REPLACE THE BRAKE CALIPERS AT NO ADDITIONAL COST. RECALL INITIATED ON MARCH 5, 2018.","[{'Entity': '2018 F-150', 'Label': 'Vehicle_model'}, {'Entity': 'BRAKE CALIPERS', 'Label': 'Component'}, {'Entity': 'BRAKE FAILURE RISK', 'Label': 'Failure_issue'}, {'Entity': 'BRAKE FAILURE', 'Label': 'Failure_issue'}, {'Entity': 'FORD', 'Label': 'Manufacturer'}, {'Entity': 'REPLACE THE BRAKE CALIPERS AT NO ADDITIONAL COST', 'Label': 'Corrective_action'}, {'Entity': 'MARCH 5, 2018', 'Label': 'Recall_date'}]"
509,"HONDA RECALLS 2019 ACCORD SEDANS OVER ENGINE STALLING CONCERNS. THE FUEL PUMP MAY MALFUNCTION, CAUSING THE ENGINE TO STALL SUDDENLY. HONDA WILL INSPECT AND REPLACE THE FAULTY FUEL PUMP AS PART OF THE RECALL. RECALL DATE SCHEDULED FOR JULY 20, 2019.","[{'Entity': '2019 ACCORD', 'Label': 'Vehicle_model'}, {'Entity': 'FUEL PUMP', 'Label': 'Component'}, {'Entity': 'ENGINE STALLING CONCERNS', 'Label': 'Failure_issue'}, {'Entity': 'ENGINE STALL', 'Label': 'Failure_issue'}, {'Entity': 'HONDA', 'Label': 'Manufacturer'}, {'Entity': 'INSPECT AND REPLACE THE FAULTY FUEL PUMP', 'Label': 'Corrective_action'}, {'Entity': 'JULY 20, 2019', 'Label': 'Recall_date'}]"
510,"GM ISSUES RECALL FOR 2020 CHEVROLET SILVERADO TRUCKS DUE TO TRANSMISSION PROBLEMS. THE TRANSMISSION VALVE BODY MAY FAIL, LEADING TO SHIFTING ISSUES. GM WILL REPLACE THE DEFECTIVE VALVE BODY AT NO COST TO OWNERS. RECALL COMMENCED ON APRIL 3, 2020.","[{'Entity': '2020 CHEVROLET SILVERADO', 'Label': 'Vehicle_model'}, {'Entity': 'TRANSMISSION VALVE BODY', 'Label': 'Component'}, {'Entity': 'TRANSMISSION PROBLEMS', 'Label': 'Failure_issue'}, {'Entity': 'SHIFTING ISSUES', 'Label': 'Failure_issue'}, {'Entity': 'GM', 'Label': 'Manufacturer'}, {'Entity': 'REPLACE THE DEFECTIVE VALVE BODY AT NO COST TO OWNERS', 'Label': 'Corrective_action'}, {'Entity': 'APRIL 3, 2020', 'Label': 'Recall_date'}]"
511,"TESLA RECALLS 2017 MODEL S ELECTRIC CARS DUE TO SCREEN BLACKOUT CONCERNS. THE TOUCHSCREEN DISPLAY MAY SUDDENLY TURN BLACK, AFFECTING DRIVER CONTROL. TESLA WILL PROVIDE SOFTWARE UPDATES TO FIX THE ISSUE. RECALL EFFECTIVE FROM JANUARY 15, 2017.","[{'Entity': '2017 MODEL S', 'Label': 'Vehicle_model'}, {'Entity': 'TOUCHSCREEN DISPLAY', 'Label': 'Component'}, {'Entity': 'SCREEN BLACKOUT CONCERNS', 'Label': 'Failure_issue'}, {'Entity': 'SCREEN BLACKOUT', 'Label': 'Failure_issue'}, {'Entity': 'TESLA', 'Label': 'Manufacturer'}, {'Entity': 'PROVIDE SOFTWARE UPDATES TO FIX THE ISSUE', 'Label': 'Corrective_action'}, {'Entity': 'JANUARY 15, 2017', 'Label': 'Recall_date'}]"
512,"TOYOTA RECALLS CERTAIN PRIUS, PRIUS PHV, AND LEXUS CT200H VEHICLES MANUFACTURED BETWEEN SEPTEMBER 2009 AND OCTOBER 2013. THESE VEHICLES MAY EXPERIENCE A FAILURE ISSUE WITH THE HYBRID SYSTEM, RESULTING IN A SUDDEN LOSS OF POWER AND POTENTIAL SAFETY HAZARD. TOYOTA WILL NOTIFY OWNERS AND PROVIDE A FREE CORRECTIVE ACTION TO REPLACE THE FAULTY COMPONENTS. THE RECALL BEGAN ON MAY 23, 2014.","[{'Entity': 'TOYOTA', 'Label': 'Manufacturer'}, {'Entity': 'PRIUS, PRIUS PHV, AND LEXUS CT200H', 'Label': 'Vehicle_model'}, {'Entity': 'HYBRID SYSTEM', 'Label': 'Component'}, {'Entity': 'FAILURE ISSUE', 'Label': 'Failure_issue'}, {'Entity': 'SUDDEN LOSS OF POWER', 'Label': 'Failure_issue'}, {'Entity': 'SAFETY HAZARD', 'Label': 'Failure_issue'}, {'Entity': 'REPLACE THE FAULTY COMPONENTS', 'Label': 'Corrective_action'}, {'Entity': 'MAY 23, 2014', 'Label': 'Recall_date'}]"
513,"FORD ANNOUNCES RECALL OF F-150 TRUCKS MANUFACTURED BETWEEN JANUARY 2017 AND MARCH 2019. A COMPONENT ISSUE WAS IDENTIFIED IN THE TAILGATE LATCHES, WHICH COULD FAIL AND LEAD TO UNINTENTIONAL OPENING WHILE DRIVING. OWNERS WILL RECEIVE A CORRECTIVE ACTION WHERE THE TAILGATE LATCHES WILL BE REPLACED FREE OF CHARGE. THE RECALL INITIATED ON AUGUST 10, 2019.","[{'Entity': 'FORD', 'Label': 'Manufacturer'}, {'Entity': 'F-150 TRUCKS', 'Label': 'Vehicle_model'}, {'Entity': 'TAILGATE LATCHES', 'Label': 'Component'}, {'Entity': 'COMPONENT ISSUE', 'Label': 'Failure_issue'}, {'Entity': 'UNINTENTIONAL OPENING WHILE DRIVING', 'Label': 'Failure_issue'}, {'Entity': 'REPLACE THE TAILGATE LATCHES FREE OF CHARGE', 'Label': 'Corrective_action'}, {'Entity': 'AUGUST 10, 2019', 'Label': 'Recall_date'}]"
514,"GENERAL MOTORS RECALLS SELECT CHEVROLET MALIBU VEHICLES PRODUCED FROM JUNE 2015 TO MARCH 2018. AN ISSUE HAS BEEN IDENTIFIED WITH THE BRAKING SYSTEM, WHICH MAY MALFUNCTION AND LEAD TO SAFETY CONCERNS. A CORRECTIVE ACTION WILL BE IMPLEMENTED TO REPAIR THE FAULTY COMPONENTS. THE RECALL PROCESS STARTED ON OCTOBER 5, 2018.","[{'Entity': 'GENERAL MOTORS', 'Label': 'Manufacturer'}, {'Entity': 'CHEVROLET MALIBU', 'Label': 'Vehicle_model'}, {'Entity': 'BRAKING SYSTEM', 'Label': 'Component'}, {'Entity': 'ISSUE WITH THE BRAKING SYSTEM', 'Label': 'Failure_issue'}, {'Entity': 'SAFETY CONCERNS', 'Label': 'Failure_issue'}, {'Entity': 'REPAIR THE FAULTY COMPONENTS', 'Label': 'Corrective_action'}, {'Entity': 'OCTOBER 5, 2018', 'Label': 'Recall_date'}]"
515,"HONDA RECALLS ACCORD SEDANS MANUFACTURED BETWEEN FEBRUARY 2016 AND JUNE 2019. A RECURRING ISSUE AFFECTING THE TRANSMISSION SYSTEM HAS BEEN IDENTIFIED, POTENTIALLY CAUSING SUDDEN GEAR SHIFTS AND DRIVING HAZARD. OWNERS WILL BE OFFERED A CORRECTIVE ACTION TO FIX THE DEFECTIVE COMPONENTS. THE RECALL COMMENCED ON DECEMBER 20, 2019.","[{'Entity': 'HONDA', 'Label': 'Manufacturer'}, {'Entity': 'ACCORD SEDANS', 'Label': 'Vehicle_model'}, {'Entity': 'TRANSMISSION SYSTEM', 'Label': 'Component'}, {'Entity': 'RECURRING ISSUE', 'Label': 'Failure_issue'}, {'Entity': 'SUDDEN GEAR SHIFTS', 'Label': 'Failure_issue'}, {'Entity': 'DRIVING HAZARD', 'Label': 'Failure_issue'}, {'Entity': 'FIX THE DEFECTIVE COMPONENTS', 'Label': 'Corrective_action'}, {'Entity': 'DECEMBER 20, 2019', 'Label': 'Recall_date'}]"
516,"MERCEDES-BENZ ISSUES A RECALL FOR E-CLASS SEDANS PRODUCED FROM MAY 2018 TO SEPTEMBER 2020. A COMPONENT FAILURE IN THE SUNROOF MECHANISM HAS BEEN REPORTED, POTENTIALLY CAUSING LEAKS AND WATER DAMAGE. TO ADDRESS THIS, OWNERS ARE ADVISED TO SEEK A CORRECTIVE ACTION TO REPLACE THE FAULTY COMPONENTS. THE RECALL ROLLED OUT ON JANUARY 15, 2021.","[{'Entity': 'MERCEDES-BENZ', 'Label': 'Manufacturer'}, {'Entity': 'E-CLASS SEDANS', 'Label': 'Vehicle_model'}, {'Entity': 'SUNROOF MECHANISM', 'Label': 'Component'}, {'Entity': 'COMPONENT FAILURE', 'Label': 'Failure_issue'}, {'Entity': 'LEAKS AND WATER DAMAGE', 'Label': 'Failure_issue'}, {'Entity': 'REPLACE THE FAULTY COMPONENTS', 'Label': 'Corrective_action'}, {'Entity': 'JANUARY 15, 2021', 'Label': 'Recall_date'}]"
517,"Toyota is recalling certain Camry models manufactured in 2018. The airbags in these vehicles may deploy unexpectedly, increasing the risk of injury to the occupants. Toyota will notify its customers and replace the faulty airbags free of charge. The recall is expected to begin on January 1, 2020.","[{'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'Camry', 'Label': 'Vehicle_model'}, {'Entity': 'airbags', 'Label': 'Component'}, {'Entity': 'risk of injury', 'Label': 'Failure_issue'}, {'Entity': 'replace the faulty airbags free of charge', 'Label': 'Corrective_action'}, {'Entity': 'January 1, 2020', 'Label': 'Recall_date'}]"
518,"Ford is issuing a recall for certain F-150 trucks manufactured between 2015 and 2017. The fuel pumps in these vehicles may malfunction, leading to potential fuel leaks. To address this issue, Ford dealers will replace the faulty fuel pumps. The recall will start on February 15, 2021.","[{'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'F-150', 'Label': 'Vehicle_model'}, {'Entity': 'fuel pumps', 'Label': 'Component'}, {'Entity': 'fuel leaks', 'Label': 'Failure_issue'}, {'Entity': 'replace the faulty fuel pumps', 'Label': 'Corrective_action'}, {'Entity': 'February 15, 2021', 'Label': 'Recall_date'}]"
519,"Honda is recalling certain Accord models from the year 2019. The transmission system in these vehicles may have a defect, affecting the shifting mechanism. Honda will contact affected customers and repair the transmission system free of charge. The recall process will commence on March 1, 2020.","[{'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'Accord', 'Label': 'Vehicle_model'}, {'Entity': 'transmission system', 'Label': 'Component'}, {'Entity': 'shifting mechanism', 'Label': 'Failure_issue'}, {'Entity': 'repair the transmission system free of charge', 'Label': 'Corrective_action'}, {'Entity': 'March 1, 2020', 'Label': 'Recall_date'}]"
520,"Volkswagen is conducting a recall for certain Jetta sedans produced in 2017. The brake system in these vehicles may experience a malfunction, increasing the risk of accidents. Volkswagen will inform customers and replace the defective brake components. The recall will start on April 1, 2021.","[{'Entity': 'Volkswagen', 'Label': 'Manufacturer'}, {'Entity': 'Jetta', 'Label': 'Vehicle_model'}, {'Entity': 'brake system', 'Label': 'Component'}, {'Entity': 'risk of accidents', 'Label': 'Failure_issue'}, {'Entity': 'replace the defective brake components', 'Label': 'Corrective_action'}, {'Entity': 'April 1, 2021', 'Label': 'Recall_date'}]"
521,"Chevrolet has issued a recall for specific Tahoe SUVs made in 2020. The suspension system in these vehicles may have a fault, affecting the stability of the vehicle. Chevrolet will reach out to owners and rectify the issue by replacing the faulty suspension components. The recall is set to start on May 1, 2021.","[{'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'Tahoe', 'Label': 'Vehicle_model'}, {'Entity': 'suspension system', 'Label': 'Component'}, {'Entity': 'stability of the vehicle', 'Label': 'Failure_issue'}, {'Entity': 'replace the faulty suspension components', 'Label': 'Corrective_action'}, {'Entity': 'May 1, 2021', 'Label': 'Recall_date'}]"
522,"Audi is recalling certain models of the A4 manufactured between January 1, 2018, and July 30, 2019. The affected vehicles may experience faulty brake components, leading to brake failure and increasing the risk of accidents. Audi will notify its customers and replace the faulty components free of charge. The recall is set to begin on August 15, 2019.","[{'Entity': 'Audi', 'Label': 'Manufacturer'}, {'Entity': 'brake components', 'Label': 'Component'}, {'Entity': 'brake failure', 'Label': 'Failure_issue'}, {'Entity': 'A4', 'Label': 'Vehicle_model'}, {'Entity': 'replace the faulty components free of charge', 'Label': 'Corrective_action'}, {'Entity': 'August 15, 2019', 'Label': 'Recall_date'}]"
523,"Ford is issuing a recall for the F-150 trucks produced from March 15, 2015, to October 10, 2016. Some vehicles may develop steering wheel defects, posing a safety risk to the driver and passengers. Ford has advised dealers to replace the affected steering components with new ones at no cost to the owners. The official recall will commence on November 1, 2016.","[{'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'F-150 trucks', 'Label': 'Vehicle_model'}, {'Entity': 'steering wheel defects', 'Label': 'Failure_issue'}, {'Entity': 'steering components', 'Label': 'Component'}, {'Entity': 'replace the affected steering components with new ones at no cost to the owners', 'Label': 'Corrective_action'}, {'Entity': 'November 1, 2016', 'Label': 'Recall_date'}]"
524,"Chevrolet has identified a problem with the Camaro models from 2016 to 2018. The vehicles could suffer from faulty airbag systems, which may fail to deploy in the event of a crash, increasing the risk of injury to the occupants. Chevrolet will contact owners and replace the defective airbags with new ones free of charge. The recall is scheduled to start on July 1, 2018.","[{'Entity': 'Chevrolet', 'Label': 'Manufacturer'}, {'Entity': 'Camaro models', 'Label': 'Vehicle_model'}, {'Entity': 'faulty airbag systems', 'Label': 'Failure_issue'}, {'Entity': 'airbags', 'Label': 'Component'}, {'Entity': 'replace the defective airbags with new ones free of charge', 'Label': 'Corrective_action'}, {'Entity': 'July 1, 2018', 'Label': 'Recall_date'}]"
525,"Toyota is initiating a recall for the Prius vehicles produced from June 1, 2017, to December 31, 2018. Some cars may exhibit electrical system failures, leading to sudden power loss and posing a safety hazard. Toyota dealers will inspect and repair the faulty electrical components at no expense to the owners. The official recall is set to start on January 15, 2019.","[{'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'Prius vehicles', 'Label': 'Vehicle_model'}, {'Entity': 'electrical system failures', 'Label': 'Failure_issue'}, {'Entity': 'electrical components', 'Label': 'Component'}, {'Entity': 'inspect and repair the faulty electrical components at no expense to the owners', 'Label': 'Corrective_action'}, {'Entity': 'January 15, 2019', 'Label': 'Recall_date'}]"
526,"Honda has discovered a problem with the Civic models manufactured between September 1, 2015, and May 30, 2016. Some cars may have defective engine components, causing sudden engine failure and potential accidents. Honda will reach out to affected customers and replace the faulty engine parts free of charge. The recall will start on June 15, 2016.","[{'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'Civic models', 'Label': 'Vehicle_model'}, {'Entity': 'defective engine components', 'Label': 'Component'}, {'Entity': 'engine failure', 'Label': 'Failure_issue'}, {'Entity': 'replace the faulty engine parts free of charge', 'Label': 'Corrective_action'}, {'Entity': 'June 15, 2016', 'Label': 'Recall_date'}]"
527,"Ford is recalling 2015 Mustang GT models due to faulty airbag deployment. The component responsible for airbag deployment has a manufacturing defect. Owners are advised to contact Ford's customer service immediately. Recall date is set for April 10, 2021.","[{'Entity': '2015 Mustang GT', 'Label': 'Vehicle_model'}, {'Entity': 'airbag deployment', 'Label': 'Failure_issue'}, {'Entity': 'manufacturing defect', 'Label': 'Component'}, {'Entity': ""contact Ford's customer service immediately"", 'Label': 'Corrective_action'}, {'Entity': 'Ford', 'Label': 'Manufacturer'}, {'Entity': 'April 10, 2021', 'Label': 'Recall_date'}]"
528,"Toyota Prius vehicles produced between 2020 and 2021 are facing a power steering system failure. The component responsible for power steering has been identified as the cause. Owners can schedule a service appointment with Toyota for immediate resolution. The recall initiation is scheduled for May 5, 2022.","[{'Entity': 'Toyota Prius', 'Label': 'Vehicle_model'}, {'Entity': 'power steering system failure', 'Label': 'Failure_issue'}, {'Entity': 'power steering', 'Label': 'Component'}, {'Entity': 'schedule a service appointment with Toyota for immediate resolution', 'Label': 'Corrective_action'}, {'Entity': 'Toyota', 'Label': 'Manufacturer'}, {'Entity': 'May 5, 2022', 'Label': 'Recall_date'}]"
529,"General Motors is conducting a recall on certain Chevrolet Silverado trucks due to brake system malfunctions. The component related to the brake system has been identified as faulty. Owners are urged to contact their nearest Chevrolet dealership for a replacement. The recall process will commence on June 20, 2023.","[{'Entity': 'Chevrolet Silverado', 'Label': 'Vehicle_model'}, {'Entity': 'brake system malfunctions', 'Label': 'Failure_issue'}, {'Entity': 'brake system', 'Label': 'Component'}, {'Entity': 'contact their nearest Chevrolet dealership for a replacement', 'Label': 'Corrective_action'}, {'Entity': 'General Motors', 'Label': 'Manufacturer'}, {'Entity': 'June 20, 2023', 'Label': 'Recall_date'}]"
530,"Honda Accord sedans manufactured in 2019 are being recalled for faulty air conditioning units. The component responsible for cooling has been identified as defective. Honda owners should reach out to authorized service centers for repairs. The recall commencement is announced for September 15, 2021.","[{'Entity': 'Honda Accord', 'Label': 'Vehicle_model'}, {'Entity': 'air conditioning units', 'Label': 'Failure_issue'}, {'Entity': 'cooling', 'Label': 'Component'}, {'Entity': 'reach out to authorized service centers for repairs', 'Label': 'Corrective_action'}, {'Entity': 'Honda', 'Label': 'Manufacturer'}, {'Entity': 'September 15, 2021', 'Label': 'Recall_date'}]"
